customer_id,total_orders,total_revenue,total_profit
CUST02994,15,109315,35989
CUST02995,9,49144,16369
CUST02996,16,90769,33038
CUST02997,5,39392,14350
CUST02998,9,70755,30019
CUST02999,6,29658,8971
CUST03000,10,59147,18797
CUST03001,1,10407,3975
CUST03002,7,54264,21403
CUST03003,10,84853,30384
CUST03004,5,30109,11525
CUST03005,10,61426,21399
CUST03006,12,58859,21860
CUST03007,13,80080,29428
CUST03008,11,77298,26390
CUST03009,9,109773,35195
CUST03010,8,51911,14992
CUST03011,12,76800,24432
CUST03012,5,28974,11170
CUST03013,15,117429,36834
CUST03014,11,85255,30607
CUST03015,9,66163,17471
CUST03016,14,74495,20389
CUST03017,7,60733,19301
CUST03018,7,47588,16724
CUST03019,8,51727,16379
CUST03020,12,90184,36785
CUST03021,7,46127,14314
CUST03022,10,77103,21345
CUST03023,14,124005,35881
CUST03024,8,77774,18774
CUST03025,7,62073,18783
CUST03026,6,55474,13765
CUST03027,9,86919,27077
CUST03028,6,51753,17536
CUST03029,9,102453,30264
CUST03030,9,65737,21867
CUST03031,9,92003,30950
CUST03032,8,54986,10361
CUST03033,14,96721,30019
CUST03034,11,92492,27234
CUST03035,15,108421,37690
CUST03036,8,56306,22128
CUST03037,11,93840,33477
CUST03038,7,60415,21140
CUST03039,9,65293,22584
CUST03040,12,96945,27874
CUST03041,4,42480,14103
CUST03042,14,114033,32303
CUST03043,11,94496,27493
CUST03044,9,60986,19274
CUST03045,14,74281,27529
CUST03046,10,62087,22189
CUST03047,14,82958,28473
CUST03048,11,90638,24997
CUST03049,13,103788,37524
CUST03050,9,58246,21849
CUST03051,6,93425,29249
CUST03052,13,105173,32507
CUST03053,11,88419,29359
CUST03054,6,38256,9776
CUST03055,8,76150,25614
CUST03056,11,82835,22099
CUST03057,11,80295,25031
CUST03058,7,50137,19761
CUST03059,8,82269,28913
CUST03060,8,75270,23922
CUST03061,10,73534,20336
CUST03062,12,52682,16401
CUST03063,13,97105,31031
CUST03064,11,72764,25870
CUST03065,8,47867,15266
CUST03066,14,61890,20933
CUST03067,12,110776,30299
CUST03068,7,65351,23472
CUST03069,7,62019,18312
CUST03070,10,54924,22579
CUST03071,4,23488,9545
CUST03072,8,44060,15536
CUST03073,12,72710,22668
CUST03074,5,62914,21156
CUST03075,7,37116,10655
CUST03076,10,60627,23549
CUST03077,10,81599,29467
CUST03078,4,22060,7794
CUST03079,13,105730,34841
CUST03080,13,153194,47707
CUST03081,9,91607,29624
CUST03082,18,113879,33954
CUST03083,8,40390,12963
CUST03084,13,101638,34831
CUST03085,11,60166,16694
CUST03086,5,61065,9737
CUST03087,12,119891,35142
CUST03088,15,91639,32206
CUST03089,13,115453,39811
CUST03090,8,44116,11957
CUST03091,6,44191,16197
CUST03092,9,81104,29601
CUST03093,16,177422,59473
CUST03094,11,69281,20621
CUST03095,13,79497,27905
CUST03096,8,55153,20714
CUST03097,11,104121,40549
CUST03098,14,104034,35020
CUST03099,9,79280,31977
CUST03100,10,81369,27518
CUST03101,7,37462,8700
CUST03102,10,73444,25360
CUST03103,11,82618,26723
CUST03104,12,59827,19123
CUST03105,6,81400,31911
CUST03106,6,53247,14780
CUST03107,8,72448,26753
CUST03108,10,80755,24786
CUST03109,10,59947,16635
CUST03110,12,80907,26744
CUST03111,12,102686,34101
CUST03112,6,36534,13220
CUST03113,9,86028,26772
CUST03114,8,76327,21782
CUST03115,7,25321,5684
CUST03116,5,58111,16849
CUST03117,13,116491,35075
CUST03118,11,64293,18839
CUST03119,11,75041,24609
CUST03120,10,60473,17811
CUST03121,12,65241,21943
CUST03122,5,56297,18111
CUST03123,10,51817,15523
CUST03124,13,85454,29297
CUST03125,12,102356,31480
CUST03126,10,64795,20054
CUST03127,9,95150,28213
CUST03128,9,41985,15719
CUST03129,12,89609,26877
CUST03130,9,91526,32454
CUST03131,11,115565,40393
CUST03132,9,85872,32669
CUST03133,8,76094,26539
CUST03134,12,86547,24131
CUST03135,11,89871,36147
CUST03136,7,28440,9250
CUST03137,10,43060,16338
CUST03138,12,112570,39841
CUST03139,15,132273,47110
CUST03140,8,64306,14475
CUST03141,15,116173,41732
CUST03142,11,92050,31906
CUST03143,9,63686,23455
CUST03144,7,26587,9880
CUST03145,12,60458,15867
CUST03146,9,76590,25254
CUST03147,9,48312,14298
CUST03148,16,100756,29784
CUST03149,12,74221,18605
CUST03150,8,50128,13712
CUST03151,8,29614,11034
CUST03152,13,140773,52771
CUST03153,11,104635,39255
CUST03154,8,71299,23167
CUST03155,4,33391,7480
CUST03156,13,104155,32779
CUST03157,5,34422,12967
CUST03158,13,125783,39610
CUST03159,10,110414,34939
CUST03160,14,98860,25790
CUST03161,12,53996,15516
CUST03162,14,106765,29353
CUST03163,14,96511,36455
CUST03164,11,147306,53452
CUST03165,12,65229,21064
CUST03166,9,100939,35773
CUST03167,16,168610,53856
CUST03168,6,34598,10693
CUST03169,10,76297,24858
CUST03170,8,55034,15288
CUST03171,10,44882,14897
CUST03172,8,69151,25537
CUST03173,6,50900,17616
CUST03174,11,85015,26515
CUST03175,17,204216,66340
CUST03176,12,95627,33556
CUST03177,14,131709,43035
CUST03178,13,96278,25501
CUST03179,14,101102,35559
CUST03180,10,89144,34961
CUST03181,7,47946,13600
CUST03182,6,54133,15779
CUST03183,13,155334,54337
CUST03184,13,136001,41763
CUST03185,2,20069,5222
CUST03186,16,132592,39339
CUST03187,11,60692,23368
CUST03188,5,48987,15317
CUST03189,9,71022,22913
CUST03190,9,51974,17672
CUST03191,15,109493,42190
CUST03192,13,86239,32779
CUST03193,9,50557,21856
CUST03194,7,57474,16117
CUST03195,7,55463,18754
CUST03196,12,91361,27727
CUST03197,12,113551,38904
CUST03198,11,102769,38247
CUST03199,15,128468,44541
CUST03200,16,152308,50898
CUST03201,8,89480,26128
CUST03202,14,130057,41180
CUST03203,10,68119,20382
CUST03204,11,91777,23147
CUST03205,14,105681,35036
CUST03206,11,94413,31605
CUST03207,10,86693,26868
CUST03208,9,81558,25730
CUST03209,5,47006,14128
CUST03210,8,39645,11840
CUST03211,5,34362,7004
CUST03212,8,54823,19323
CUST03213,15,105059,37055
CUST03214,7,48818,13924
CUST03215,10,77205,23995
CUST03216,8,84235,27881
CUST03217,16,157104,47561
CUST03218,13,67037,17505
CUST03219,10,90410,29520
CUST03220,11,119808,40590
CUST03221,10,61168,19879
CUST03222,7,45966,14225
CUST03223,7,54401,14919
CUST03224,10,84388,24663
CUST03225,8,95265,41451
CUST03226,8,63418,21278
CUST03227,8,39159,13494
CUST03228,11,97020,35057
CUST03229,16,101446,27797
CUST03230,9,62697,21790
CUST03231,8,48882,13490
CUST03232,13,95852,29943
CUST03233,13,111199,35436
CUST03234,8,96232,32871
CUST03235,9,69098,16048
CUST03236,9,54762,17847
CUST03237,9,91697,35078
CUST03238,9,85492,34297
CUST03239,16,127057,43892
CUST03240,12,117439,34247
CUST03241,15,135567,39422
CUST03242,11,100726,36980
CUST03243,8,74760,21031
CUST03244,12,95412,28133
CUST03245,8,79545,30421
CUST03246,8,60632,16807
CUST03247,5,21128,6297
CUST03248,12,97280,32037
CUST03249,7,63227,23788
CUST03250,15,85209,28364
CUST03251,12,100446,29493
CUST03252,12,95283,29265
CUST03253,8,33256,10281
CUST03254,12,84572,29834
CUST03255,13,97346,32443
CUST03256,11,73720,21093
CUST03257,12,86546,31089
CUST03258,8,70591,25623
CUST03259,8,75575,21345
CUST03260,11,100806,29843
CUST03261,14,114295,31268
CUST03262,12,89215,24393
CUST03263,15,123238,45428
CUST03264,4,38549,12222
CUST03265,10,40830,15033
CUST03266,4,16274,5400
CUST03267,12,83025,25502
CUST03268,11,60675,19020
CUST03269,14,69097,20604
CUST03270,6,30837,8228
CUST03271,11,62603,21132
CUST03272,10,50464,13754
CUST03273,7,43779,10084
CUST03274,12,77163,24906
CUST03275,6,58159,18980
CUST03276,10,68261,21518
CUST03277,7,26129,6805
CUST03278,11,53569,20943
CUST03279,10,85291,33524
CUST03280,10,103301,28815
CUST03281,13,114956,37158
CUST03282,11,116067,33922
CUST03283,7,67152,20010
CUST03284,12,106448,39081
CUST03285,9,98141,41556
CUST03286,13,128420,38824
CUST03287,7,41521,12324
CUST03288,16,129011,36321
CUST03289,5,54393,21177
CUST03290,11,85490,32687
CUST03291,11,80525,22576
CUST03292,15,102344,30253
CUST03293,7,63893,22911
CUST03294,11,112922,35393
CUST03295,17,146844,50264
CUST03296,5,32424,13103
CUST03297,10,58591,18183
CUST03298,9,61685,22600
CUST03299,8,58769,22466
CUST03300,7,74909,19292
CUST03301,10,80925,26542
CUST03302,10,81900,28702
CUST03303,11,54984,14692
CUST03304,9,75455,19337
CUST03305,5,50207,15763
CUST03306,15,74588,27181
CUST03307,14,92749,26318
CUST03308,10,34744,11090
CUST03309,6,41677,12265
CUST03310,14,141289,46413
CUST03311,14,115622,40672
CUST03312,10,71947,20064
CUST03313,6,53761,16065
CUST03314,8,77304,23964
CUST03315,12,85808,29043
CUST03316,9,73726,19948
CUST03317,10,47823,10310
CUST03318,12,135356,46382
CUST03319,11,74055,21037
CUST03320,10,74463,19793
CUST03321,10,85876,29448
CUST03322,12,108339,33058
CUST03323,13,120318,35741
CUST03324,12,104197,38111
CUST03325,15,119075,37264
CUST03326,8,84063,35117
CUST03327,6,35824,10524
CUST03328,7,41811,13441
CUST03329,9,60079,17259
CUST03330,9,55003,18271
CUST03331,9,69071,21573
CUST03332,20,144668,45955
CUST03333,9,68155,23769
CUST03334,10,46653,13546
CUST03335,8,65967,25564
CUST03336,3,36188,13266
CUST03337,14,82018,28462
CUST03338,10,88141,24009
CUST03339,12,111275,32789
CUST03340,10,68573,20844
CUST03341,13,109208,33701
CUST03342,8,35719,8966
CUST03343,12,46515,14764
CUST03344,15,163320,56293
CUST03345,6,48906,19817
CUST03346,12,83308,31054
CUST03347,11,76205,29709
CUST03348,8,63100,21493
CUST03349,15,107536,32237
CUST03350,9,61576,20171
CUST03351,10,97095,27376
CUST03352,10,108779,43392
CUST03353,11,72163,26822
CUST03354,8,62768,18566
CUST03355,7,55568,13493
CUST03356,8,57491,20098
CUST03357,11,68688,18822
CUST03358,11,86382,28994
CUST03359,10,97248,26669
CUST03360,13,108089,34643
CUST03361,7,68039,18506
CUST03362,12,106460,30725
CUST03363,11,118022,44652
CUST03364,8,36150,14289
CUST03365,14,83722,32743
CUST03366,12,136634,48144
CUST03367,8,52298,21404
CUST03368,19,142060,44138
CUST03369,18,100520,29086
CUST03370,13,97862,25087
CUST03371,9,53401,15369
CUST03372,18,142474,49492
CUST03373,11,66530,21566
CUST03374,10,80675,27540
CUST03375,9,50808,16257
CUST03376,3,29430,11704
CUST03377,7,46433,17948
CUST03378,9,94294,30568
CUST03379,6,41711,14086
CUST03380,13,88902,28602
CUST03381,9,92379,26508
CUST03382,12,85107,26416
CUST03383,6,50363,14133
CUST03384,8,73700,24944
CUST03385,11,135869,42561
CUST03386,12,95505,38046
CUST03387,8,58355,16756
CUST03388,11,60052,18282
CUST03389,10,98392,32862
CUST03390,13,58177,16548
CUST03391,15,96607,30600
CUST03392,10,104445,38782
CUST03393,13,109996,31559
CUST03394,10,74713,29069
CUST03395,8,73661,26649
CUST03396,9,59736,18182
CUST03397,5,32553,11016
CUST03398,12,87449,24598
CUST03399,15,120934,40619
CUST03400,6,60841,17799
CUST03401,7,43869,12907
CUST03402,12,88048,28357
CUST03403,8,69723,20200
CUST03404,11,59896,19248
CUST03405,9,90864,32728
CUST03406,8,62795,17524
CUST03407,14,118832,33798
CUST03408,8,59316,23374
CUST03409,8,57054,15839
CUST03410,7,50730,17691
CUST03411,12,122057,47599
CUST03412,16,139627,40004
CUST03413,12,121359,33229
CUST03414,6,33560,8994
CUST03415,16,139706,43968
CUST03416,7,44067,16912
CUST03417,9,54442,16699
CUST03418,13,128710,43372
CUST03419,6,40806,12878
CUST03420,10,85228,28391
CUST03421,14,116786,41092
CUST03422,10,74567,25222
CUST03423,9,85876,26288
CUST03424,8,48355,18095
CUST03425,10,78825,28427
CUST03426,3,32752,11977
CUST03427,13,49687,17434
CUST03428,8,64659,19069
CUST03429,13,89631,30328
CUST03430,9,29294,9316
CUST03431,13,132046,34095
CUST03432,6,84607,30630
CUST03433,17,105608,32765
CUST03434,5,21933,8677
CUST03435,4,5462,1778
CUST03436,10,85676,31148
CUST03437,11,60117,20875
CUST03438,6,55476,18516
CUST03439,17,159408,58006
CUST03440,14,126618,41859
CUST03441,13,106359,37432
CUST03442,6,39189,14611
CUST03443,9,85968,27961
CUST03444,9,47834,15792
CUST03445,10,51692,16623
CUST03446,9,73117,27113
CUST03447,14,99236,30193
CUST03448,11,113069,37465
CUST03449,7,48623,16214
CUST03450,9,64056,21733
CUST03451,10,54651,17181
CUST03452,7,51961,14994
CUST03453,11,78673,26665
CUST03454,7,40316,12898
CUST03455,16,122753,42025
CUST03456,6,29813,10570
CUST03457,13,77288,23312
CUST03458,9,59690,19852
CUST03459,6,51930,16313
CUST03460,10,76437,23663
CUST03461,15,133751,42038
CUST03462,9,59049,17758
CUST03463,14,124137,38175
CUST03464,10,70437,23123
CUST03465,12,90275,28654
CUST03466,10,69183,21605
CUST03467,7,74326,21930
CUST03468,10,78652,24165
CUST03469,10,104843,37167
CUST03470,5,42946,16465
CUST03471,9,71033,19236
CUST03472,12,129459,42971
CUST03473,14,116077,39675
CUST03474,5,53401,15442
CUST03475,12,97197,33594
CUST03476,10,74142,23895
CUST03477,9,65252,23421
CUST03478,8,43764,13856
CUST03479,11,92928,28795
CUST03480,9,45788,15429
CUST03481,11,74189,18496
CUST03482,14,112806,35295
CUST03483,9,77507,28127
CUST03484,11,81421,28043
CUST03485,6,29236,6482
CUST03486,8,93082,24905
CUST03487,19,123380,38810
CUST03488,14,167386,53212
CUST03489,8,79223,29906
CUST03490,14,120328,40218
CUST03491,17,150247,43744
CUST03492,17,171361,57332
CUST03493,12,67748,20212
CUST03494,9,74291,22111
CUST03495,6,23468,7536
CUST03496,11,117918,43311
CUST03497,16,127484,34675
CUST03498,6,43244,9830
CUST03499,12,63993,17903
CUST03500,10,83845,25197
CUST03501,11,89535,30579
CUST03502,15,107585,41147
CUST03503,5,34989,9042
CUST03504,10,108925,34134
CUST03505,18,185503,60183
CUST03506,12,90040,23685
CUST03507,12,85691,27620
CUST03508,8,74766,24015
CUST03509,7,68913,23568
CUST03510,12,130948,32690
CUST03511,9,40742,12379
CUST03512,11,104905,28037
CUST03513,10,70462,21595
CUST03514,9,80876,22241
CUST03515,12,119103,41248
CUST03516,11,62826,23116
CUST03517,8,35846,14069
CUST03518,13,62328,19795
CUST03519,11,74783,22897
CUST03520,5,29383,7622
CUST03521,12,103382,33656
CUST03522,6,43732,14939
CUST03523,8,51417,14206
CUST03524,8,55441,17503
CUST03525,6,23562,7071
CUST03526,5,71713,26224
CUST03527,9,52274,15669
CUST03528,14,87180,23961
CUST03529,8,72780,25989
CUST03530,12,59796,22525
CUST03531,10,120919,45641
CUST03532,7,64261,16593
CUST03533,8,65115,15522
CUST03534,10,98050,29556
CUST03535,17,176789,68307
CUST03536,8,74654,21042
CUST03537,11,84054,27762
CUST03538,7,41620,10895
CUST03539,7,63411,19634
CUST03540,11,69775,26742
CUST03541,6,60226,13557
CUST03542,8,69807,23938
CUST03543,5,38056,12230
CUST03544,9,69365,21319
CUST03545,12,73163,23849
CUST03546,10,57149,19505
CUST03547,8,70743,16974
CUST03548,11,81433,23556
CUST03549,7,26036,8152
CUST03550,12,100440,32441
CUST03551,5,78348,23118
CUST03552,11,100111,33976
CUST03553,11,82983,29962
CUST03554,13,103810,30358
CUST03555,11,94949,35140
CUST03556,11,86077,30597
CUST03557,11,101132,34352
CUST03558,13,93521,30345
CUST03559,14,99622,31728
CUST03560,7,43777,15576
CUST03561,14,131990,44731
CUST03562,12,77164,30429
CUST03563,9,70155,19657
CUST03564,9,46579,17331
CUST03565,4,13155,4191
CUST03566,8,46300,16580
CUST03567,13,96219,33989
CUST03568,13,89786,31501
CUST03569,8,54557,17435
CUST03570,7,54416,16965
CUST03571,8,56305,18828
CUST03572,12,75430,20634
CUST03573,7,73708,22682
CUST03574,9,89921,28139
CUST03575,13,109730,43954
CUST03576,12,60718,18285
CUST03577,15,113527,34824
CUST03578,12,79000,28945
CUST03579,8,34081,12075
CUST03580,8,45414,13236
CUST03581,9,64808,20511
CUST03582,6,39755,12919
CUST03583,11,79921,28658
CUST03584,7,45557,15083
CUST03585,15,99261,32422
CUST03586,6,66429,18595
CUST03587,6,50206,15618
CUST03588,10,99632,36488
CUST03589,12,107643,29825
CUST03590,9,95664,33072
CUST03591,13,93053,34474
CUST03592,11,111488,39111
CUST03593,8,53465,19389
CUST03594,5,47336,13345
CUST03595,11,93452,33160
CUST03596,8,33658,14172
CUST03597,12,71144,17819
CUST03598,13,84911,30639
CUST03599,14,84670,26384
CUST03600,7,33690,11328
CUST03601,13,110690,35774
CUST03602,6,50446,20523
CUST03603,13,72472,23877
CUST03604,11,130620,43549
CUST03605,13,117752,38094
CUST03606,9,47607,12726
CUST03607,11,70093,20239
CUST03608,7,92438,29935
CUST03609,11,90055,26743
CUST03610,13,95761,32833
CUST03611,9,60230,24300
CUST03612,12,120605,41712
CUST03613,14,119099,45869
CUST03614,8,76693,26799
CUST03615,8,60071,18424
CUST03616,3,9736,2803
CUST03617,7,50273,16827
CUST03618,6,68765,21356
CUST03619,13,59575,21429
CUST03620,10,76253,28765
CUST03621,8,84673,22379
CUST03622,13,88288,28070
CUST03623,9,54913,14330
CUST03624,8,47101,13763
CUST03625,7,44319,14644
CUST03626,11,119753,43269
CUST03627,10,68828,20276
CUST03628,15,139903,47241
CUST03629,13,81791,22335
CUST03630,14,74145,23811
CUST03631,13,123176,37639
CUST03632,7,77973,26595
CUST03633,10,64332,18128
CUST03634,11,85472,26463
CUST03635,14,70161,21643
CUST03636,5,47932,15964
CUST03637,8,82321,28376
CUST03638,12,65062,26013
CUST03639,11,115252,40635
CUST03640,11,67841,26323
CUST03641,4,16928,5223
CUST03642,13,118338,32640
CUST03643,13,109268,40308
CUST03644,5,46361,12081
CUST03645,11,77613,29384
CUST03646,11,92381,26919
CUST03647,12,93689,27690
CUST03648,7,30429,11439
CUST03649,12,96434,27752
CUST03650,10,74831,25934
CUST03651,13,62580,16012
CUST03652,9,51838,17673
CUST03653,4,49595,13208
CUST03654,8,69312,22508
CUST03655,13,135967,33617
CUST03656,14,134807,43890
CUST03657,9,54896,23467
CUST03658,15,140408,41911
CUST03659,10,51615,15184
CUST03660,16,167535,58160
CUST03661,3,27980,9346
CUST03662,10,107924,30974
CUST03663,9,55625,17434
CUST03664,12,70432,24217
CUST03665,12,80075,26183
CUST03666,14,95948,30825
CUST03667,9,72628,21370
CUST03668,13,81280,25378
CUST03669,7,41368,11498
CUST03670,10,91287,28401
CUST03671,11,103878,38641
CUST03672,9,61567,17356
CUST03673,18,100915,29750
CUST03674,6,45764,11017
CUST03675,16,105010,29447
CUST03676,14,110580,31666
CUST03677,7,45262,16207
CUST03678,10,81877,29839
CUST03679,14,97357,29334
CUST03680,12,110052,40102
CUST03681,10,78643,32974
CUST03682,11,98595,30692
CUST03683,8,71052,19438
CUST03684,14,138266,42028
CUST03685,8,46629,15339
CUST03686,11,110974,38366
CUST03687,11,98981,35854
CUST03688,10,48011,14242
CUST03689,15,129296,45256
CUST03690,12,106038,41164
CUST03691,11,66129,19843
CUST03692,9,85921,28733
CUST03693,12,99593,32582
CUST03694,12,86482,27716
CUST03695,10,64061,22854
CUST03696,7,60256,16686
CUST03697,13,125660,45404
CUST03698,9,51885,13077
CUST03699,3,30851,8671
CUST03700,11,90262,28436
CUST03701,10,79734,27157
CUST03702,11,69799,22953
CUST03703,9,43374,15627
CUST03704,6,51684,19410
CUST03705,9,63056,20460
CUST03706,9,86186,28635
CUST03707,9,81489,27691
CUST03708,4,56944,23448
CUST03709,7,22267,6636
CUST03710,15,149607,51857
CUST03711,2,5172,1696
CUST03712,12,84527,22200
CUST03713,8,91971,23302
CUST03714,9,103279,42239
CUST03715,9,56327,18862
CUST03716,4,14094,3560
CUST03717,11,72431,26052
CUST03718,10,70793,19877
CUST03719,16,145998,46717
CUST03720,17,93857,26363
CUST03721,4,31106,11281
CUST03722,11,63813,21782
CUST03723,15,110198,29913
CUST03724,12,90939,31172
CUST03725,9,57538,16642
CUST03726,6,64288,19287
CUST03727,13,90297,27107
CUST03728,11,83623,29673
CUST03729,14,136785,41055
CUST03730,14,130679,45490
CUST03731,14,110750,32026
CUST03732,11,63720,19906
CUST03733,8,47924,16839
CUST03734,9,86477,32402
CUST03735,14,148683,49062
CUST03736,13,97973,36005
CUST03737,12,86153,30715
CUST03738,8,53702,20684
CUST03739,10,89565,30419
CUST03740,8,46973,16368
CUST03741,11,66234,22639
CUST03742,10,56189,16435
CUST03743,11,78997,27206
CUST03744,9,58595,18513
CUST03745,11,79805,30072
CUST03746,9,58452,20326
CUST03747,6,34081,12275
CUST03748,15,164705,50636
CUST03749,13,113389,39784
CUST03750,11,74762,30268
CUST03751,8,61431,18119
CUST03752,9,43308,13693
CUST03753,10,81797,26006
CUST03754,10,77304,28244
CUST03755,13,113644,31851
CUST03756,3,36485,8410
CUST03757,11,62172,19763
CUST03758,11,71489,24653
CUST03759,8,53814,15046
CUST03760,8,73249,25083
CUST03761,8,79605,29169
CUST03762,10,68491,19698
CUST03763,8,64885,22079
CUST03764,11,61175,18161
CUST03765,18,96697,31088
CUST03766,12,110543,36499
CUST03767,13,70314,25196
CUST03768,9,43610,15681
CUST03769,9,81861,23906
CUST03770,11,81415,26644
CUST03771,9,87781,28888
CUST03772,11,94781,29057
CUST03773,12,73675,25016
CUST03774,9,71444,21838
CUST03775,9,56415,22433
CUST03776,12,83161,22219
CUST03777,3,19400,5148
CUST03778,13,154585,45726
CUST03779,16,116966,40858
CUST03780,11,78425,29964
CUST03781,3,27564,8211
CUST03782,15,146329,38933
CUST03783,9,76134,27787
CUST03784,8,44182,14746
CUST03785,6,43262,13701
CUST03786,7,44596,15082
CUST03787,9,67700,21562
CUST03788,12,64298,19177
CUST03789,6,40615,14659
CUST03790,8,48381,14346
CUST03791,8,79281,24980
CUST03792,10,93753,26585
CUST03793,11,101577,34260
CUST03794,12,127237,39320
CUST03795,11,101146,31057
CUST03796,10,75649,28755
CUST03797,11,100803,32556
CUST03798,10,104917,31825
CUST03799,8,80516,26275
CUST03800,8,61560,22385
CUST03801,10,80753,26569
CUST03802,10,74587,24190
CUST03803,9,65554,19366
CUST03804,9,54343,17846
CUST03805,9,56039,19843
CUST03806,12,95263,30456
CUST03807,9,95633,26715
CUST03808,15,101804,35916
CUST03809,14,135788,48105
CUST03810,11,90803,27379
CUST03811,16,94034,29240
CUST03812,18,161374,53551
CUST03813,8,40919,13678
CUST03814,8,77678,26315
CUST03815,13,126868,39997
CUST03816,12,120889,44569
CUST03817,13,58557,20456
CUST03818,10,82934,28412
CUST03819,7,36009,9025
CUST03820,10,83543,22060
CUST03821,8,58858,20015
CUST03822,7,71035,28417
CUST03823,11,84413,28245
CUST03824,11,86000,28601
CUST03825,9,71139,22897
CUST03826,12,118093,44298
CUST03827,8,81192,26570
CUST03828,12,102471,34055
CUST03829,11,96648,22996
CUST03830,10,60516,15219
CUST03831,11,99912,25029
CUST03832,10,55746,16152
CUST03833,7,59339,19015
CUST03834,8,75851,26395
CUST03835,9,94834,30083
CUST03836,7,23966,7009
CUST03837,11,76406,30728
CUST03838,10,119280,43995
CUST03839,10,83563,26639
CUST03840,11,93197,27977
CUST03841,5,36635,10598
CUST03842,11,120289,37464
CUST03843,9,90309,28111
CUST03844,9,70575,22938
CUST03845,7,75835,23866
CUST03846,11,98936,33623
CUST03847,4,36241,14026
CUST03848,7,46624,17380
CUST03849,13,122311,41330
CUST03850,13,84763,22251
CUST03851,11,81265,23470
CUST03852,9,61806,19649
CUST03853,13,100415,28474
CUST03854,11,120077,36515
CUST03855,16,129922,38692
CUST03856,6,27858,6452
CUST03857,14,102732,37774
CUST03858,8,69056,23069
CUST03859,10,80416,27230
CUST03860,6,34119,14046
CUST03861,11,83418,24623
CUST03862,6,58192,23479
CUST03863,7,80018,21752
CUST03864,10,93369,28944
CUST03865,6,70853,21890
CUST03866,17,135361,45250
CUST03867,9,67468,18349
CUST03868,13,104433,35691
CUST03869,16,151137,45156
CUST03870,10,72068,26006
CUST03871,10,56480,14578
CUST03872,10,104972,32078
CUST03873,7,38924,13668
CUST03874,11,67137,19967
CUST03875,8,92592,32667
CUST03876,12,75173,22164
CUST03877,8,54883,14926
CUST03878,10,72219,23405
CUST03879,13,91399,28954
CUST03880,8,67331,25530
CUST03881,9,29049,10136
CUST03882,9,57005,17440
CUST03883,5,26924,9909
CUST03884,12,71460,21517
CUST03885,14,83451,26239
CUST03886,7,42746,18218
CUST03887,8,87383,39467
CUST03888,6,42573,12421
CUST03889,10,84068,24959
CUST03890,8,86142,25911
CUST03891,4,38332,9044
CUST03892,7,39447,10992
CUST03893,14,118063,34675
CUST03894,8,35907,8436
CUST03895,10,67844,19174
CUST03896,6,65380,25674
CUST03897,5,32106,5999
CUST03898,14,121236,41846
CUST03899,10,60045,19608
CUST03900,10,91623,32745
CUST03901,6,69452,15249
CUST03902,16,120730,40962
CUST03903,13,108193,40505
CUST03904,11,95330,34396
CUST03905,15,107814,43459
CUST03906,11,66994,20551
CUST03907,14,130469,50161
CUST03908,14,103745,36540
CUST03909,8,47996,16112
CUST03910,10,93375,28165
CUST03911,7,42586,11577
CUST03912,9,48567,17884
CUST03913,6,43128,12487
CUST03914,8,56584,19978
CUST03915,11,61231,20270
CUST03916,8,57819,20753
CUST03917,10,81935,22834
CUST03918,10,82828,27983
CUST03919,5,35845,7741
CUST03920,8,47846,15876
CUST03921,15,144214,42277
CUST03922,11,100639,29757
CUST03923,4,27246,10408
CUST03924,11,89720,29699
CUST03925,10,122336,43209
CUST03926,10,75258,25445
CUST03927,9,82229,27980
CUST03928,14,95919,21631
CUST03929,8,29370,8361
CUST03930,5,26930,11063
CUST03931,11,128983,36192
CUST03932,6,58180,21785
CUST03933,14,102730,38465
CUST03934,10,74494,25118
CUST03935,6,41477,12239
CUST03936,9,55533,15318
CUST03937,18,136083,47804
CUST03938,10,84933,31311
CUST03939,12,79722,28781
CUST03940,7,66982,21677
CUST03941,8,75649,23050
CUST03942,10,65502,21820
CUST03943,14,111417,45330
CUST03944,7,56205,16991
CUST03945,8,44417,16282
CUST03946,9,86033,33469
CUST03947,12,82680,28039
CUST03948,6,42847,13940
CUST03949,10,57318,21921
CUST03950,9,71609,24042
CUST03951,10,65571,18631
CUST03952,13,101370,28614
CUST03953,8,61759,22677
CUST03954,11,101386,28169
CUST03955,7,46272,11860
CUST03956,5,33286,11240
CUST03957,8,39306,14789
CUST03958,14,146454,49379
CUST03959,10,41101,12457
CUST03960,18,116930,35662
CUST03961,16,99449,30251
CUST03962,8,54709,17039
CUST03963,7,46011,15483
CUST03964,9,87420,29460
CUST03965,5,26578,8019
CUST03966,10,74495,26031
CUST03967,7,68129,16053
CUST03968,14,126407,38943
CUST03969,10,88453,26462
CUST03970,14,109126,32406
CUST03971,18,148279,48106
CUST03972,3,35277,15202
CUST03973,10,68395,20402
CUST03974,14,100277,29562
CUST03975,10,78816,28229
CUST03976,9,44733,15364
CUST03977,14,102236,34269
CUST03978,8,60360,20039
CUST03979,10,77939,30851
CUST03980,7,30822,12573
CUST03981,9,52360,16413
CUST03982,12,93288,26126
CUST03983,9,52960,12617
CUST03984,15,139501,45647
CUST03985,10,66244,22964
CUST03986,16,214053,70822
CUST03987,13,86845,23401
CUST03988,4,12533,5314
CUST03989,12,114864,43460
CUST03990,6,29311,8398
CUST03991,7,49258,14175
